reference_month,frn_id,group_name,performance_classification,business_model,orders,gmv_basket,delivery_fee,paid_delivery_fee,commission,service_fee,anticipation_fee,olp_fee,delivery_cost,occurrences_cost
2024-06,FRN_02910,GRUPO_171,LONG_TAIL,MARKETPLACE,89,3113.0,186.78,140.09,498.08,62.26,6.23,46.7,0.0,0.0
2024-06,FRN_02911,GRUPO_189,LONG_TAIL,MARKETPLACE,87,4582.47,274.95,206.21,733.2,91.65,9.16,68.74,0.0,0.0
2024-06,FRN_02912,GRUPO_353,STANDARD,FULL_SERVICE,464,21733.08,1738.65,1303.99,2607.97,434.66,108.67,326.0,-1217.06,-173.86
2024-06,FRN_02913,GRUPO_184,KEY_ACCOUNT,FULL_SERVICE,1459,302362.2,24188.98,18141.74,36283.46,6047.24,1511.81,4535.43,-16932.29,-2418.9
2024-06,FRN_02914,GRUPO_003,STRATEGIC,MARKETPLACE,617,6170.0,370.2,277.65,987.2,123.4,12.34,92.55,0.0,0.0
2024-06,FRN_02915,GRUPO_191,STANDARD,MARKETPLACE,134,5203.06,312.18,234.13,832.49,104.06,10.41,78.05,0.0,0.0
2024-06,FRN_02916,GRUPO_118,LONG_TAIL,MARKETPLACE,25,1556.8,93.41,70.06,249.09,31.14,3.11,23.35,0.0,0.0
2024-06,FRN_02917,GRUPO_019,STRATEGIC,MARKETPLACE,786,87630.34,5257.82,3943.36,14020.85,1752.61,175.26,1314.46,0.0,0.0
2024-06,FRN_02918,GRUPO_023,LONG_TAIL,FULL_SERVICE,156,12246.7,979.74,734.81,1469.6,244.93,61.23,183.7,-685.82,-97.97
2024-06,FRN_02919,GRUPO_030,STRATEGIC,FULL_SERVICE,1055,55612.24,4448.98,3336.73,6673.47,1112.24,278.06,834.18,-3114.29,-444.9
2024-06,FRN_02920,GRUPO_295,LONG_TAIL,MARKETPLACE,58,3211.84,192.71,144.53,513.89,64.24,6.42,48.18,0.0,0.0
2024-06,FRN_02921,GRUPO_108,STANDARD,MARKETPLACE,239,28149.09,1688.95,1266.71,4503.85,562.98,56.3,422.24,0.0,0.0
2024-06,FRN_02922,GRUPO_367,LONG_TAIL,MARKETPLACE,58,1617.6,97.06,72.8,258.82,32.35,3.24,24.26,0.0,0.0
2024-06,FRN_02923,GRUPO_281,STANDARD,MARKETPLACE,175,23433.48,1406.01,1054.51,3749.36,468.67,46.87,351.5,0.0,0.0
2024-06,FRN_02924,GRUPO_128,STANDARD,MARKETPLACE,238,2808.68,168.52,126.39,449.39,56.17,5.62,42.13,0.0,0.0
2024-06,FRN_02925,GRUPO_229,STRATEGIC,MARKETPLACE,580,18522.43,1111.35,833.51,2963.59,370.45,37.04,277.84,0.0,0.0
2024-06,FRN_02926,GRUPO_111,STRATEGIC,MARKETPLACE,914,24500.61,1470.04,1102.53,3920.1,490.01,49.0,367.51,0.0,0.0
2024-06,FRN_02927,GRUPO_136,LONG_TAIL,MARKETPLACE,14,701.01,42.06,31.55,112.16,14.02,1.4,10.52,0.0,0.0
2024-06,FRN_02928,GRUPO_362,LONG_TAIL,FULL_SERVICE,120,6433.36,514.67,386.0,772.0,128.67,32.17,96.5,-360.27,-51.47
2024-06,FRN_02929,GRUPO_186,LONG_TAIL,MARKETPLACE,19,1012.44,60.75,45.56,161.99,20.25,2.02,15.19,0.0,0.0
2024-06,FRN_02930,GRUPO_144,STANDARD,FULL_SERVICE,276,31458.77,2516.7,1887.52,3775.05,629.18,157.29,471.88,-1761.69,-251.67
2024-06,FRN_02931,GRUPO_072,LONG_TAIL,MARKETPLACE,82,3307.15,198.43,148.82,529.14,66.14,6.61,49.61,0.0,0.0
2024-06,FRN_02932,GRUPO_129,STRATEGIC,FULL_SERVICE,1049,138683.21,11094.66,8320.99,16641.99,2773.66,693.42,2080.25,-7766.26,-1109.47
2024-06,FRN_02933,GRUPO_364,STANDARD,MARKETPLACE,435,39428.87,2365.73,1774.3,6308.62,788.58,78.86,591.43,0.0,0.0
2024-06,FRN_02934,GRUPO_261,STANDARD,MARKETPLACE,345,36978.09,2218.69,1664.02,5916.49,739.56,73.96,554.67,0.0,0.0
2024-06,FRN_02935,GRUPO_003,STANDARD,MARKETPLACE,286,13829.01,829.74,622.31,2212.64,276.58,27.66,207.44,0.0,0.0
2024-06,FRN_02936,GRUPO_388,STANDARD,MARKETPLACE,307,18434.86,1106.09,829.57,2949.58,368.7,36.87,276.52,0.0,0.0
2024-06,FRN_02937,GRUPO_104,STRATEGIC,FULL_SERVICE,1006,123524.21,9881.94,7411.45,14822.91,2470.48,617.62,1852.86,-6917.36,-988.19
2024-06,FRN_02938,GRUPO_224,STANDARD,MARKETPLACE,329,11937.7,716.26,537.19,1910.03,238.75,23.88,179.07,0.0,0.0
2024-06,FRN_02939,GRUPO_320,LONG_TAIL,FULL_SERVICE,96,2812.37,224.99,168.74,337.48,56.25,14.06,42.19,-157.49,-22.5
2024-06,FRN_02940,GRUPO_362,STANDARD,MARKETPLACE,390,37818.74,2269.12,1701.84,6051.0,756.37,75.64,567.28,0.0,0.0
2024-06,FRN_02941,GRUPO_354,STRATEGIC,FULL_SERVICE,941,126050.63,10084.05,7563.04,15126.08,2521.01,630.25,1890.76,-7058.83,-1008.41
2024-06,FRN_02942,GRUPO_010,STRATEGIC,MARKETPLACE,663,53617.38,3217.04,2412.78,8578.78,1072.35,107.23,804.26,0.0,0.0
2024-06,FRN_02943,GRUPO_384,STANDARD,MARKETPLACE,283,35520.8,2131.25,1598.44,5683.33,710.42,71.04,532.81,0.0,0.0
2024-06,FRN_02944,GRUPO_302,STANDARD,MARKETPLACE,310,10018.9,601.13,450.85,1603.02,200.38,20.04,150.28,0.0,0.0
2024-06,FRN_02945,GRUPO_231,STANDARD,MARKETPLACE,97,2884.19,173.05,129.79,461.47,57.68,5.77,43.26,0.0,0.0
2024-06,FRN_02946,GRUPO_219,STANDARD,MARKETPLACE,243,25622.5,1537.35,1153.01,4099.6,512.45,51.25,384.34,0.0,0.0
2024-06,FRN_02947,GRUPO_066,LONG_TAIL,MARKETPLACE,26,1965.38,117.92,88.44,314.46,39.31,3.93,29.48,0.0,0.0
2024-06,FRN_02948,GRUPO_112,STANDARD,MARKETPLACE,304,25395.07,1523.7,1142.78,4063.21,507.9,50.79,380.93,0.0,0.0
2024-06,FRN_02949,GRUPO_013,LONG_TAIL,FULL_SERVICE,94,6280.45,502.44,376.83,753.65,125.61,31.4,94.21,-351.71,-50.24
2024-06,FRN_02950,GRUPO_393,STANDARD,FULL_SERVICE,283,2830.0,226.4,169.8,339.6,56.6,14.15,42.45,-158.48,-22.64
2024-06,FRN_02951,GRUPO_086,STANDARD,MARKETPLACE,220,9930.66,595.84,446.88,1588.91,198.61,19.86,148.96,0.0,0.0
2024-06,FRN_02952,GRUPO_234,LONG_TAIL,MARKETPLACE,66,3560.46,213.63,160.22,569.67,71.21,7.12,53.41,0.0,0.0
2024-06,FRN_02953,GRUPO_090,STRATEGIC,MARKETPLACE,652,114244.09,6854.65,5140.99,18279.05,2284.88,228.49,1713.66,0.0,0.0
2024-06,FRN_02954,GRUPO_314,STRATEGIC,FULL_SERVICE,694,13770.35,1101.63,826.22,1652.44,275.41,68.85,206.56,-771.14,-110.16
2024-06,FRN_02955,GRUPO_054,LONG_TAIL,MARKETPLACE,60,4284.33,257.06,192.8,685.49,85.69,8.57,64.26,0.0,0.0
2024-06,FRN_02956,GRUPO_012,STANDARD,MARKETPLACE,316,18964.46,1137.87,853.4,3034.31,379.29,37.93,284.47,0.0,0.0
2024-06,FRN_02957,GRUPO_209,LONG_TAIL,MARKETPLACE,64,5318.42,319.11,239.33,850.95,106.37,10.64,79.78,0.0,0.0
2024-06,FRN_02958,GRUPO_014,KEY_ACCOUNT,FULL_SERVICE,1359,247137.4,19770.99,14828.24,29656.49,4942.75,1235.69,3707.06,-13839.69,-1977.1
2024-06,FRN_02959,GRUPO_121,LONG_TAIL,MARKETPLACE,77,4201.89,252.11,189.08,672.3,84.04,8.4,63.03,0.0,0.0
2024-06,FRN_02960,GRUPO_377,STANDARD,MARKETPLACE,257,14922.16,895.33,671.5,2387.55,298.44,29.84,223.83,0.0,0.0
2024-06,FRN_02961,GRUPO_020,STRATEGIC,MARKETPLACE,649,81956.56,4917.39,3688.04,13113.05,1639.13,163.91,1229.35,0.0,0.0
2024-06,FRN_02962,GRUPO_075,STANDARD,MARKETPLACE,337,43355.76,2601.35,1951.01,6936.92,867.12,86.71,650.34,0.0,0.0
2024-06,FRN_02963,GRUPO_400,STANDARD,MARKETPLACE,115,13710.46,822.63,616.97,2193.67,274.21,27.42,205.66,0.0,0.0
2024-06,FRN_02964,GRUPO_243,STANDARD,MARKETPLACE,262,17675.45,1060.53,795.4,2828.07,353.51,35.35,265.13,0.0,0.0
2024-06,FRN_02965,GRUPO_223,STRATEGIC,MARKETPLACE,901,125325.8,7519.55,5639.66,20052.13,2506.52,250.65,1879.89,0.0,0.0
2024-06,FRN_02966,GRUPO_070,STRATEGIC,MARKETPLACE,966,154551.39,9273.08,6954.81,24728.22,3091.03,309.1,2318.27,0.0,0.0
2024-06,FRN_02967,GRUPO_312,STANDARD,MARKETPLACE,280,30479.03,1828.74,1371.56,4876.64,609.58,60.96,457.19,0.0,0.0
2024-06,FRN_02968,GRUPO_211,STRATEGIC,FULL_SERVICE,697,74064.36,5925.15,4443.86,8887.72,1481.29,370.32,1110.97,-4147.6,-592.51
2024-06,FRN_02969,GRUPO_101,LONG_TAIL,MARKETPLACE,51,2066.55,123.99,92.99,330.65,41.33,4.13,31.0,0.0,0.0
2024-06,FRN_02970,GRUPO_186,KEY_ACCOUNT,FULL_SERVICE,1733,405150.24,32412.02,24309.01,48618.03,8103.0,2025.75,6077.25,-22688.41,-3241.2
2024-06,FRN_02971,GRUPO_132,STANDARD,MARKETPLACE,356,18807.78,1128.47,846.35,3009.24,376.16,37.62,282.12,0.0,0.0
2024-06,FRN_02972,GRUPO_111,STRATEGIC,FULL_SERVICE,681,55507.89,4440.63,3330.47,6660.95,1110.16,277.54,832.62,-3108.44,-444.06
2024-06,FRN_02973,GRUPO_381,STANDARD,MARKETPLACE,294,7566.5,453.99,340.49,1210.64,151.33,15.13,113.5,0.0,0.0
2024-06,FRN_02974,GRUPO_132,LONG_TAIL,FULL_SERVICE,40,1832.94,146.64,109.98,219.95,36.66,9.16,27.49,-102.65,-14.66
2024-06,FRN_02975,GRUPO_020,STRATEGIC,MARKETPLACE,944,94129.25,5647.76,4235.82,15060.68,1882.59,188.26,1411.94,0.0,0.0
2024-06,FRN_02976,GRUPO_394,LONG_TAIL,FULL_SERVICE,116,6815.17,545.21,408.91,817.82,136.3,34.08,102.23,-381.65,-54.52
2024-06,FRN_02977,GRUPO_024,STANDARD,MARKETPLACE,232,13426.31,805.58,604.19,2148.21,268.53,26.85,201.39,0.0,0.0
2024-06,FRN_02978,GRUPO_227,LONG_TAIL,MARKETPLACE,22,2051.66,123.1,92.32,328.27,41.03,4.1,30.77,0.0,0.0
2024-06,FRN_02979,GRUPO_154,STANDARD,MARKETPLACE,407,35370.06,2122.2,1591.65,5659.21,707.4,70.74,530.55,0.0,0.0
2024-06,FRN_02980,GRUPO_293,LONG_TAIL,MARKETPLACE,17,711.8,42.71,32.03,113.89,14.24,1.42,10.68,0.0,0.0
2024-06,FRN_02981,GRUPO_230,STANDARD,MARKETPLACE,177,13022.23,781.33,586.0,2083.56,260.44,26.04,195.33,0.0,0.0
2024-06,FRN_02982,GRUPO_310,STANDARD,MARKETPLACE,182,9324.2,559.45,419.59,1491.87,186.48,18.65,139.86,0.0,0.0
2024-06,FRN_02983,GRUPO_359,STRATEGIC,FULL_SERVICE,629,68693.78,5495.5,4121.62,8243.25,1373.88,343.47,1030.41,-3846.85,-549.55
2024-06,FRN_02984,GRUPO_202,STRATEGIC,FULL_SERVICE,872,96271.6,7701.73,5776.3,11552.59,1925.43,481.36,1444.07,-5391.21,-770.17
2024-06,FRN_02985,GRUPO_038,LONG_TAIL,MARKETPLACE,102,6589.19,395.35,296.51,1054.27,131.78,13.18,98.84,0.0,0.0
2024-06,FRN_02986,GRUPO_260,STANDARD,MARKETPLACE,198,15665.16,939.91,704.93,2506.43,313.3,31.33,234.98,0.0,0.0
2024-06,FRN_02987,GRUPO_188,STANDARD,FULL_SERVICE,248,16900.28,1352.02,1014.01,2028.03,338.01,84.5,253.5,-946.41,-135.2
2024-06,FRN_02988,GRUPO_057,LONG_TAIL,FULL_SERVICE,95,6489.73,519.18,389.38,778.77,129.79,32.45,97.35,-363.43,-51.92
2024-06,FRN_02989,GRUPO_020,STANDARD,MARKETPLACE,220,8594.0,515.64,386.73,1375.04,171.88,17.19,128.91,0.0,0.0
2024-06,FRN_02990,GRUPO_273,LONG_TAIL,MARKETPLACE,59,3411.57,204.69,153.52,545.85,68.23,6.82,51.17,0.0,0.0
2024-06,FRN_02991,GRUPO_119,LONG_TAIL,MARKETPLACE,37,2393.83,143.63,107.72,383.01,47.88,4.79,35.91,0.0,0.0
2024-06,FRN_02992,GRUPO_071,STANDARD,MARKETPLACE,355,18360.46,1101.63,826.22,2937.67,367.21,36.72,275.41,0.0,0.0
2024-06,FRN_02993,GRUPO_004,LONG_TAIL,FULL_SERVICE,121,9463.96,757.12,567.84,1135.68,189.28,47.32,141.96,-529.98,-75.71
2024-06,FRN_02994,GRUPO_221,KEY_ACCOUNT,MARKETPLACE,2148,545907.29,32754.44,24565.83,87345.17,10918.15,1091.81,8188.61,0.0,0.0
2024-06,FRN_02995,GRUPO_014,STANDARD,MARKETPLACE,185,17741.41,1064.48,798.36,2838.63,354.83,35.48,266.12,0.0,0.0
2024-06,FRN_02996,GRUPO_003,STANDARD,MARKETPLACE,381,22952.38,1377.14,1032.86,3672.38,459.05,45.9,344.29,0.0,0.0
2024-06,FRN_02997,GRUPO_216,STANDARD,MARKETPLACE,335,5837.89,350.27,262.7,934.06,116.76,11.68,87.57,0.0,0.0
2024-06,FRN_02998,GRUPO_229,LONG_TAIL,MARKETPLACE,1,19.14,1.15,0.86,3.06,0.38,0.04,0.29,0.0,0.0
2024-06,FRN_02999,GRUPO_336,LONG_TAIL,MARKETPLACE,68,3934.29,236.06,177.05,629.49,78.69,7.87,59.01,0.0,0.0
2024-06,FRN_03000,GRUPO_186,STANDARD,MARKETPLACE,254,30020.95,1801.26,1350.94,4803.35,600.42,60.04,450.31,0.0,0.0
2024-07,FRN_00001,GRUPO_103,STANDARD,MARKETPLACE,402,10149.39,608.96,456.72,1623.9,202.99,20.3,152.24,0.0,0.0
2024-07,FRN_00002,GRUPO_349,STANDARD,MARKETPLACE,275,12014.42,720.87,540.65,1922.31,240.29,24.03,180.22,0.0,0.0
2024-07,FRN_00003,GRUPO_271,STANDARD,MARKETPLACE,339,23439.74,1406.38,1054.79,3750.36,468.79,46.88,351.6,0.0,0.0
2024-07,FRN_00004,GRUPO_107,LONG_TAIL,MARKETPLACE,32,2576.02,154.56,115.92,412.16,51.52,5.15,38.64,0.0,0.0
2024-07,FRN_00005,GRUPO_072,LONG_TAIL,MARKETPLACE,60,2550.68,153.04,114.78,408.11,51.01,5.1,38.26,0.0,0.0
2024-07,FRN_00006,GRUPO_189,STANDARD,MARKETPLACE,266,30675.84,1840.55,1380.41,4908.13,613.52,61.35,460.14,0.0,0.0
2024-07,FRN_00007,GRUPO_021,LONG_TAIL,MARKETPLACE,86,4048.68,242.92,182.19,647.79,80.97,8.1,60.73,0.0,0.0
2024-07,FRN_00008,GRUPO_103,STANDARD,MARKETPLACE,184,8571.92,514.32,385.74,1371.51,171.44,17.14,128.58,0.0,0.0
2024-07,FRN_00009,GRUPO_122,STRATEGIC,MARKETPLACE,628,78680.0,4720.8,3540.6,12588.8,1573.6,157.36,1180.2,0.0,0.0
2024-07,FRN_00010,GRUPO_215,STRATEGIC,FULL_SERVICE,1071,93552.54,7484.2,5613.15,11226.3,1871.05,467.76,1403.29,-5238.94,-748.42
2024-07,FRN_00011,GRUPO_331,STANDARD,MARKETPLACE,382,17021.44,1021.29,765.97,2723.43,340.43,34.04,255.32,0.0,0.0
2024-07,FRN_00012,GRUPO_088,LONG_TAIL,MARKETPLACE,40,956.34,57.38,43.04,153.01,19.13,1.91,14.35,0.0,0.0
2024-07,FRN_00013,GRUPO_373,LONG_TAIL,MARKETPLACE,14,468.3,28.1,21.08,74.93,9.37,0.94,7.02,0.0,0.0
2024-07,FRN_00014,GRUPO_100,LONG_TAIL,MARKETPLACE,58,1862.28,111.74,83.8,297.96,37.25,3.72,27.93,0.0,0.0
2024-07,FRN_00015,GRUPO_360,STANDARD,MARKETPLACE,458,20101.66,1206.1,904.57,3216.27,402.03,40.2,301.52,0.0,0.0
2024-07,FRN_00016,GRUPO_152,STANDARD,MARKETPLACE,314,33587.58,2015.25,1511.44,5374.01,671.75,67.18,503.81,0.0,0.0
2024-07,FRN_00017,GRUPO_131,STRATEGIC,MARKETPLACE,755,68284.74,4097.08,3072.81,10925.56,1365.69,136.57,1024.27,0.0,0.0
2024-07,FRN_00018,GRUPO_150,STANDARD,MARKETPLACE,310,16824.14,1009.45,757.09,2691.86,336.48,33.65,252.36,0.0,0.0
2024-07,FRN_00019,GRUPO_309,STANDARD,MARKETPLACE,183,15949.51,956.97,717.73,2551.92,318.99,31.9,239.24,0.0,0.0
2024-07,FRN_00020,GRUPO_258,STRATEGIC,MARKETPLACE,606,86336.9,5180.21,3885.16,13813.9,1726.74,172.67,1295.05,0.0,0.0
2024-07,FRN_00021,GRUPO_344,STANDARD,FULL_SERVICE,438,37225.4,2978.03,2233.52,4467.05,744.51,186.13,558.38,-2084.62,-297.8
2024-07,FRN_00022,GRUPO_294,STANDARD,MARKETPLACE,400,21906.54,1314.39,985.79,3505.05,438.13,43.81,328.6,0.0,0.0
2024-07,FRN_00023,GRUPO_386,LONG_TAIL,MARKETPLACE,82,5249.17,314.95,236.21,839.87,104.98,10.5,78.74,0.0,0.0
2024-07,FRN_00024,GRUPO_192,LONG_TAIL,MARKETPLACE,49,2070.99,124.26,93.2,331.36,41.42,4.14,31.06,0.0,0.0
2024-07,FRN_00025,GRUPO_277,LONG_TAIL,MARKETPLACE,68,5809.13,348.55,261.41,929.46,116.18,11.62,87.14,0.0,0.0
2024-07,FRN_00026,GRUPO_161,STANDARD,MARKETPLACE,268,15377.4,922.64,691.98,2460.38,307.55,30.75,230.66,0.0,0.0
2024-07,FRN_00027,GRUPO_314,STANDARD,MARKETPLACE,423,30416.96,1825.02,1368.76,4866.71,608.34,60.83,456.25,0.0,0.0
2024-07,FRN_00028,GRUPO_022,STANDARD,MARKETPLACE,389,43291.68,2597.5,1948.12,6926.67,865.83,86.58,649.38,0.0,0.0
2024-07,FRN_00029,GRUPO_253,LONG_TAIL,MARKETPLACE,1,49.32,2.96,2.22,7.89,0.99,0.1,0.74,0.0,0.0
2024-07,FRN_00030,GRUPO_236,STRATEGIC,MARKETPLACE,684,45490.63,2729.44,2047.08,7278.5,909.81,90.98,682.36,0.0,0.0
2024-07,FRN_00031,GRUPO_345,STANDARD,MARKETPLACE,82,2085.92,125.16,93.87,333.75,41.72,4.17,31.29,0.0,0.0
2024-07,FRN_00032,GRUPO_049,LONG_TAIL,MARKETPLACE,61,2463.63,147.82,110.86,394.18,49.27,4.93,36.95,0.0,0.0
2024-07,FRN_00033,GRUPO_059,STANDARD,MARKETPLACE,205,14892.01,893.52,670.14,2382.72,297.84,29.78,223.38,0.0,0.0
2024-07,FRN_00034,GRUPO_170,STANDARD,MARKETPLACE,217,23029.14,1381.75,1036.31,3684.66,460.58,46.06,345.44,0.0,0.0
2024-07,FRN_00035,GRUPO_188,STANDARD,MARKETPLACE,225,25233.53,1514.01,1135.51,4037.36,504.67,50.47,378.5,0.0,0.0
2024-07,FRN_00036,GRUPO_271,STRATEGIC,MARKETPLACE,728,57456.68,3447.4,2585.55,9193.07,1149.13,114.91,861.85,0.0,0.0
2024-07,FRN_00037,GRUPO_190,STANDARD,MARKETPLACE,214,24050.66,1443.04,1082.28,3848.11,481.01,48.1,360.76,0.0,0.0
2024-07,FRN_00038,GRUPO_175,STANDARD,MARKETPLACE,370,18032.43,1081.95,811.46,2885.19,360.65,36.06,270.49,0.0,0.0
2024-07,FRN_00039,GRUPO_051,KEY_ACCOUNT,FULL_SERVICE,1811,69685.96,5574.88,4181.16,8362.32,1393.72,348.43,1045.29,-3902.42,-557.49
2024-07,FRN_00040,GRUPO_364,KEY_ACCOUNT,FULL_SERVICE,1231,166163.68,13293.09,9969.82,19939.64,3323.27,830.82,2492.46,-9305.16,-1329.31
2024-07,FRN_00041,GRUPO_055,LONG_TAIL,MARKETPLACE,35,2514.2,150.85,113.14,402.27,50.28,5.03,37.71,0.0,0.0
2024-07,FRN_00042,GRUPO_244,STANDARD,MARKETPLACE,83,2491.78,149.51,112.13,398.68,49.84,4.98,37.38,0.0,0.0
2024-07,FRN_00043,GRUPO_320,STANDARD,MARKETPLACE,343,26221.54,1573.29,1179.97,4195.45,524.43,52.44,393.32,0.0,0.0
2024-07,FRN_00044,GRUPO_131,STANDARD,MARKETPLACE,255,32504.77,1950.29,1462.72,5200.76,650.1,65.01,487.57,0.0,0.0
2024-07,FRN_00045,GRUPO_307,LONG_TAIL,MARKETPLACE,77,5544.84,332.69,249.52,887.17,110.9,11.09,83.17,0.0,0.0
2024-07,FRN_00046,GRUPO_135,STANDARD,FULL_SERVICE,336,21400.69,1712.06,1284.05,2568.08,428.01,107.0,321.01,-1198.44,-171.21
2024-07,FRN_00047,GRUPO_021,STANDARD,MARKETPLACE,235,22554.04,1353.24,1014.93,3608.65,451.08,45.11,338.31,0.0,0.0
2024-07,FRN_00048,GRUPO_329,LONG_TAIL,FULL_SERVICE,109,5518.43,441.47,331.1,662.21,110.37,27.59,82.78,-309.03,-44.15
2024-07,FRN_00049,GRUPO_167,LONG_TAIL,FULL_SERVICE,97,7202.48,576.2,432.15,864.3,144.05,36.01,108.04,-403.34,-57.62
2024-07,FRN_00050,GRUPO_274,STRATEGIC,MARKETPLACE,610,55671.15,3340.27,2505.2,8907.38,1113.42,111.34,835.07,0.0,0.0
2024-07,FRN_00051,GRUPO_388,LONG_TAIL,MARKETPLACE,72,1281.9,76.91,57.68,205.1,25.64,2.56,19.23,0.0,0.0
2024-07,FRN_00052,GRUPO_089,STANDARD,MARKETPLACE,345,13282.03,796.92,597.69,2125.12,265.64,26.56,199.23,0.0,0.0
2024-07,FRN_00053,GRUPO_316,STANDARD,MARKETPLACE,397,51664.78,3099.89,2324.92,8266.36,1033.3,103.33,774.97,0.0,0.0
2024-07,FRN_00054,GRUPO_014,STRATEGIC,MARKETPLACE,581,29639.28,1778.36,1333.77,4742.28,592.79,59.28,444.59,0.0,0.0
2024-07,FRN_00055,GRUPO_242,STRATEGIC,FULL_SERVICE,837,90448.99,7235.92,5426.94,10853.88,1808.98,452.24,1356.73,-5065.14,-723.59
2024-07,FRN_00056,GRUPO_265,LONG_TAIL,MARKETPLACE,78,4228.62,253.72,190.29,676.58,84.57,8.46,63.43,0.0,0.0
2024-07,FRN_00057,GRUPO_346,STANDARD,MARKETPLACE,261,18932.2,1135.93,851.95,3029.15,378.64,37.86,283.98,0.0,0.0
2024-07,FRN_00058,GRUPO_053,STANDARD,MARKETPLACE,170,15847.06,950.82,713.12,2535.53,316.94,31.69,237.71,0.0,0.0
2024-07,FRN_00059,GRUPO_386,LONG_TAIL,MARKETPLACE,107,3043.43,182.61,136.96,486.95,60.87,6.09,45.65,0.0,0.0
2024-07,FRN_00060,GRUPO_340,LONG_TAIL,MARKETPLACE,11,470.39,28.22,21.16,75.26,9.41,0.94,7.06,0.0,0.0
2024-07,FRN_00061,GRUPO_092,STRATEGIC,MARKETPLACE,466,25141.3,1508.48,1131.36,4022.61,502.83,50.28,377.12,0.0,0.0
2024-07,FRN_00062,GRUPO_367,STANDARD,MARKETPLACE,139,8976.5,538.59,403.94,1436.24,179.53,17.95,134.65,0.0,0.0
2024-07,FRN_00063,GRUPO_264,STRATEGIC,MARKETPLACE,644,77235.1,4634.11,3475.58,12357.62,1544.7,154.47,1158.53,0.0,0.0
2024-07,FRN_00064,GRUPO_035,LONG_TAIL,FULL_SERVICE,55,1686.69,134.94,101.2,202.4,33.73,8.43,25.3,-94.46,-13.49
2024-07,FRN_00065,GRUPO_206,LONG_TAIL,MARKETPLACE,58,1794.87,107.69,80.77,287.18,35.9,3.59,26.92,0.0,0.0
2024-07,FRN_00066,GRUPO_081,LONG_TAIL,FULL_SERVICE,98,2124.2,169.94,127.45,254.9,42.48,10.62,31.86,-118.96,-16.99
2024-07,FRN_00067,GRUPO_050,STRATEGIC,FULL_SERVICE,340,16170.48,1293.64,970.23,1940.46,323.41,80.85,242.56,-905.55,-129.36
2024-07,FRN_00068,GRUPO_360,STRATEGIC,MARKETPLACE,642,60036.51,3602.19,2701.64,9605.84,1200.73,120.07,900.55,0.0,0.0
2024-07,FRN_00069,GRUPO_388,STANDARD,MARKETPLACE,309,16744.2,1004.65,753.49,2679.07,334.88,33.49,251.16,0.0,0.0
2024-07,FRN_00070,GRUPO_002,STANDARD,MARKETPLACE,200,22026.34,1321.58,991.18,3524.21,440.53,44.05,330.4,0.0,0.0
2024-07,FRN_00071,GRUPO_390,STANDARD,MARKETPLACE,422,41192.97,2471.58,1853.68,6590.88,823.86,82.39,617.89,0.0,0.0
2024-07,FRN_00072,GRUPO_054,LONG_TAIL,MARKETPLACE,68,3875.53,232.53,174.4,620.08,77.51,7.75,58.13,0.0,0.0
2024-07,FRN_00073,GRUPO_106,STANDARD,MARKETPLACE,205,15178.62,910.72,683.04,2428.58,303.57,30.36,227.68,0.0,0.0
2024-07,FRN_00074,GRUPO_260,STANDARD,MARKETPLACE,190,7696.59,461.8,346.35,1231.45,153.93,15.39,115.45,0.0,0.0
2024-07,FRN_00075,GRUPO_310,LONG_TAIL,FULL_SERVICE,13,820.58,65.65,49.24,98.47,16.41,4.1,12.31,-45.95,-6.56
2024-07,FRN_00076,GRUPO_191,STANDARD,MARKETPLACE,312,19194.0,1151.64,863.73,3071.04,383.88,38.39,287.91,0.0,0.0
2024-07,FRN_00077,GRUPO_218,LONG_TAIL,MARKETPLACE,45,767.61,46.06,34.55,122.82,15.35,1.54,11.51,0.0,0.0
2024-07,FRN_00078,GRUPO_044,STRATEGIC,FULL_SERVICE,946,100087.46,8007.0,6005.25,12010.5,2001.75,500.44,1501.31,-5604.9,-800.7
2024-07,FRN_00079,GRUPO_162,STANDARD,MARKETPLACE,392,29044.82,1742.69,1307.02,4647.17,580.9,58.09,435.67,0.0,0.0
2024-07,FRN_00080,GRUPO_202,KEY_ACCOUNT,FULL_SERVICE,2046,367391.17,29391.29,22043.47,44086.94,7347.82,1836.96,5510.87,-20573.9,-2939.13
2024-07,FRN_00081,GRUPO_270,STRATEGIC,MARKETPLACE,774,110097.67,6605.86,4954.39,17615.63,2201.95,220.2,1651.47,0.0,0.0
2024-07,FRN_00082,GRUPO_351,LONG_TAIL,MARKETPLACE,53,3100.15,186.01,139.51,496.02,62.0,6.2,46.5,0.0,0.0
2024-07,FRN_00083,GRUPO_304,STRATEGIC,MARKETPLACE,637,63544.4,3812.66,2859.49,10167.1,1270.89,127.09,953.17,0.0,0.0
2024-07,FRN_00084,GRUPO_271,STANDARD,MARKETPLACE,469,41241.13,2474.47,1855.85,6598.58,824.82,82.48,618.62,0.0,0.0
2024-07,FRN_00085,GRUPO_215,STANDARD,MARKETPLACE,234,19150.97,1149.06,861.79,3064.16,383.02,38.3,287.26,0.0,0.0
2024-07,FRN_00086,GRUPO_252,STANDARD,FULL_SERVICE,189,13865.84,1109.27,831.95,1663.9,277.32,69.33,207.99,-776.49,-110.93
